url;code;buy_below
https://www.amazon.com/DEWALT-DCW210B-Brushless-Orbital-Sander/dp/B07JQM7C28/ref=sr_1_6?dchild=1&keywords=random+orbital+sander&qid=1603392393&sr=8-6,DeWalt20vOrbitalSander,375
https://www.amazon.com/Makita-XSH03Z-Lithium-Ion-Brushless-Cordless/dp/B00TV27N62/ref=sr_1_20?crid=3PMMF62LG1XGA&dchild=1&keywords=makita&qid=1603393766&sprefix=makita%2Caps%2C240&sr=8-20,Makita XSH03Z 18V LXT Lithium-Ion Brushless Cordless 6-1/2" Circular Saw,140
